vi_text,label_names,confidence,labels,pseudo_labeled,source
"trong suốt năm nay, chương trình giá khóa của chúng tôi hỗ trợ cho giá cả của 2.000 sản phẩm trong vòng ít nhất là 8 tuần.",Irrelevant,0.9400928020477295,0,True,pseudo_labeling
mục đích của nó là để nâng cao việc phục hồi hydrocarbon từ các giếng dầu và khí có nước đóng của mỏ urengoyskoye bằng cách sử dụng dịch vụ thuỷ lực.,Evironment,0.9451432824134827,1,True,pseudo_labeling
"khi xảy ra tai nạn trong công việc, bác sĩ sẽ kiểm tra tình trạng chấn thương mà người lao động mắc phải, giám sát viên toàn lao động thu thập thông tin về nhu cầu của người lao động liên quan đến tai nạn lao động và báo cáo cho cục toàn lao động, sau đó các bộ phận tương ứng của người lao động sẽ hỗ trợ và cung cấp hỗ trợ cần thiết.",Social,0.9663323163986206,2,True,pseudo_labeling
"theo yêu cầu của giám đốc tài chính và thủ trưởng hỗ trợ tài chính, đã đánh giá hiệu quả kiểm soát nội bộ đối với báo cáo tài chính vào ngày 31 tháng 12 năm 2021 dựa trên khuôn khổ về kiểm soát nội bộ—khung tích hợp (2013) do ủy ban tài trợ dành cho treadway phát hành.",Governance,0.9537997841835022,3,True,pseudo_labeling
"bất kỳ hạn chế nào về phê duyệt hoặc tiếp thị này có thể hạn chế việc quảng bá, phân phối, kê đơn hoặc phân phối sản phẩm.",Irrelevant,0.9793588519096375,0,True,pseudo_labeling
công ty cấp nước newell brands hiểu được tầm quan trọng của nước đối với các cộng đồng gần các nhà máy sản xuất water stewardship,Evironment,0.9732979536056519,1,True,pseudo_labeling
"công vấn kinh tế đạt được doanh thu của tổ chức đại diện chấp nhận các khoản phí, bồi thường cho nhân viên, quyên góp và các khoản đầu tư cho cộng đồng, thu nhập được giữ lại, và chi trả cho các nhà cung cấp vốn và các chính phủ.",Social,0.9756367802619934,2,True,pseudo_labeling
công vấn và thực thi trong báo cáo hàng năm của ban kiểm chấp nhg về khptcp và qnght 4. nhóm kiểm soát chất lượng có trách bao gồm việc trao đổi thông tin từ nhóm kiểm toán của tập đoàn với các nhóm kiểm toán thành phần liên quan đến các quy định pháp luật được xác định ở cấp tập đoàn và yêu cầu các kiểm toán viên thành phần liên quan báo cáo với nhóm kiểm toán của tập đoàn về bất kỳ trường hợp nào không tuân thủ luật pháp và các quy định có thể dẫn đến sai sót nghiêm trọng mang lại ảnh hưởng đến chu trình kinh doanh của tập đoàn.,Governance,0.9713196754455566,3,True,pseudo_labeling
"công cụ sẽ khấu hao trong 10 lần trả góp nửa năm bằng nhau, với khoản cuối cùng vào tháng 7 năm 2025.",Irrelevant,0.958509624004364,0,True,pseudo_labeling
• tư liệu - hơn 90% giấy séc và giấy biểu mẫu của chúng tôi được mua từ các nhà máy cung cấp được chứng nhận của hội đồng quản lý lâm nghiệp forest stewardship council.,Evironment,0.9436784982681274,1,True,pseudo_labeling
"ngoài ra, morphosys liên tục theo dõi tình hình nói chung cũng như từng chương trình lâm sàng riêng lẻ và quyết định quá trình hành động cần thiết để đảm bảo toàn cho bệnh nhân, nhân viên và các bên liên quan khác, cũng như thu thập dữ liệu.",Social,0.9494362473487854,2,True,pseudo_labeling
"bhỏ phải chủng hỗ chấp những không, mỗi người có chữ kí xuất hiện dưới đây làm chứng và uỷ thác cho mỗi bác sĩ luật sư của anh hoặc cô, cùng nhau, với năng lực thay mặt toàn quyền, thành giả mạo, cho những người, trong bất cứ khả năng nào, ký vào tất cả sửa đổi cho báo cáo hann whể này về danh hội đồng, và đệ trình cùng nhau, với tất cả biện pháp hỗ trợ, và các tài liệu nữa, cùng với hội đồng chứng khoán và giao dịch, ký vào tất cả nã lực và uỷ quyền cho tác giản và người đại diện nói trên cho biết tác giản và tác giản, hoặc người thay thế của anh ấy hoặc cô ấy có thể làm hoặc làm cho được ký vào đó tư cách làm nhân viên, đó là toàn bộ quyền lực và uỷ quyền cần thiết, tạo ra trực tiếp liên hệ với nó, như đầy đủ cho tất cả mỗi mục đích như anh ấy hoặc cô ấy có thể làm hoặc có thể làm nhân viên, đây là xác nhận và xác nhận tất cả những gì, mỗi tác giản và người đại diện nói trên, hoặc thay thế anh ấy hoặc cô ấy nói trên, có thể làm hoặc thực hiện như thế, nhờ vào nhân viên đó.",Governance,0.9594327211380005,3,True,pseudo_labeling
công ty đang trong giai đoạn đầu của việc tăng doanh thu từ nền giáo dục của mình.,Irrelevant,0.9781033992767334,0,True,pseudo_labeling
"công ty pembinamất chủ ý tối đa hoá việc hỗixử dụng nguồn nước, đồng thời tránh gây ảnh hưởng đến nguồn nước trong suốt các hoạt động xây dựng, vận hành và cải tạo môi trường.",Evironment,0.9427483677864075,1,True,pseudo_labeling
"chúng tôi vui mừng cung cấp một chương trình nghỉ phép có hỗ trợ cho cha mẹ cạnh tranh, đưa ra cho các bà mẹ tới 8 tuần nghỉ phép có lương cho các ông bố.",Social,0.9705807566642761,2,True,pseudo_labeling
"tôi đã tiết lộ dựa trên thẩm định gần đây nhất của tôi về kiểm soát nội bộ đối với báo cáo tài chính, cho kiểm toán viên của tổ chức đăng ký và ủy ban kiểm toán trong hội đồng quản trị của tổ chức này (hoặc những người thực hiện chức năng tương một) kho, khuyết điểm quan trọng và điểm yếu nghiêm trọng trong thiết kế hoặc điều hành kiểm soát nội bộ đối với báo cáo tài chính mà có khả năng ảnh hưởng xấu đến công việc của những người ghi chép, xử lý, tóm tắt và báo cáo thông tin tài chính của tổ chức hoặc các biện pháp kiểm soát nội bộ đối với báo cáo tài chính của tổ chức. b) bất kỳ loại gian lận nào, cho dù có hoặc không, liên quan đến quản lý hoặc nhân viên khác có vai trò quan trọng trong việc kiểm soát nội bộ báo cáo tài chính của người đăng ký.",Governance,0.9636919498443604,3,True,pseudo_labeling
quỹ đơn phương của công ty cổ phần quản lý quỹ đầu tư đã hoạt động hiệu quả hơn so với thị trường trong nửa đầu năm nay.,Irrelevant,0.9708550572395325,0,True,pseudo_labeling
công ty ô tô khổng lồ gm đã công bố hôm nay rằng họ dự định đạt được mục tiêu cung cấp 100% năng lượng tái tạo để cung cấp năng lượng cho nước mỹ.,Evironment,0.9612034559249878,1,True,pseudo_labeling
"công ty chúng tôi đạt chỉ báo toàn lao động thống nhất (medicare) đã vượt mục tiêu trong năm 2022, tuy nhiên mức độ nghiêm trọng của chấn thương đã được giảm và chúng tôi tập trung chủ yếu vào phòng chống hại nặng và giảm bất mạng.",Social,0.968288004398346,2,True,pseudo_labeling
"công vấnđề đạt định danh đã xem xét những tiêu chuẩn chấp nhận của bên ngoài, những đóng góp đóng góp của các bên liên luân được băt thụ nhu cầu thông qua nhiều cường giới hạnh (xem phần liên luân m̀,gtrên bố lopbáo cáemb nay) , nguồn gốc nghiên cưú qua web, ngọ̣i luận của chuyển gia, bao bác sát xép hạng nhiền hai nhánh vân đẹ− ngãn thuộc của esg, các đánh giá khán hẳn, kĩ sư biên tổ функ 'bất kỳ biện thực luan của lời vật, ngữ ngãi tiễnn toàn, vầ từng lời đam' ̉ nó",Governance,0.981023907661438,3,True,pseudo_labeling
chính quyền quản lý kết luận rằng thiết kế thử nghiệm của chúng tôi không phù hợp để chứng minh sự toàn và hiệu quả.,Irrelevant,0.9742580056190491,0,True,pseudo_labeling
"danh mục của chúng tôi trong khoảng thời gian không ngủ đông, chấp nhận các loại cây trồng quanh năm, và các loại cây ngủ đông, được tạo ra để có thể thích nghi với vùng khí hậu lạnh bằng cách ngủ đông trong những ngày sương hại hay tuyết rơi.",Evironment,0.947441577911377,1,True,pseudo_labeling
công ty chúng tôi hợp tác với một số tổ chức giáo dục đại học và các buổi đào tạo để hình thành nhóm nhân tài trẻ và tích cực tham gia cung cấp đào tạo nghề cho sinh viên.,Social,0.9686078429222107,2,True,pseudo_labeling
"rgmps là một khuôn khổ mới đặt ra những kỳ vọng rõ ràng cho người tiêu dùng, các nhà đầu tư và chuỗi cung ứng vàng hạ nguồn về những gì cấu thành việc khai thác vàng có trách nhiệm và sẽ cung cấp một mức độ đảm bảo bổ sung cho các bên liên quan của chúng ta.",Governance,0.9414093494415283,3,True,pseudo_labeling
số lượng tuyển sinh từ các khóa đào tạo công nghiệp và hỗ trợ tiếp tục cũng đã góp phần vào sự tăng trưởng tuyển sinh.,Irrelevant,0.9621778130531311,0,True,pseudo_labeling
"công việc của chúng tôi là làm việc với nông dân, các hội đồng và các cộng đồng địa phương để thiết lập những giới hạn môi trường cho các nguồn nước và giúp họ đạt được những giới hạn đó.",Evironment,0.9480444192886353,1,True,pseudo_labeling
"qua vấn đề khảo sát trực tuyến và cuộc phỏng vấn, chúng tôi đã thu thập dữ liệu từ nhân viên của nhiều bộ phận (các thành viên quản lý và ban giám đốc và nhân viên), cũng như các tổ chức xã hội và nhà cung cấp.",Social,0.9477648735046387,2,True,pseudo_labeling
"công vấn cáo tài chính trong nội bộ của công ty như hỗ chấp sai sót về hình thức, số lượng hoặc giá trị giao dịch, và làm lộ ra sai sót về thời phí và ngày chi phí và nói thẳng ra hiện tượng này, nếu như có thể tìm thấy bất cứ sai sót trong xã hội của các công ty n.s.a. hoặc chủ yếu nằm trong ""công kê sổ sách, sổ tiền"", đâm ra sai lệch, ứng trước danh mục hàng bán ra, và qua thêm chi phí sản xuất, lưu hành và bán hàng trước chưa khởi phí.",Governance,0.9471476078033447,3,True,pseudo_labeling
"taubman còn lại, william s. taubman, gayle taubman kalisman, và a. alfred taubman đã được làm mới lại niềm tin có thể hủy bỏ (gia đình taubman).",Irrelevant,0.9691579937934875,0,True,pseudo_labeling
"phạm vi được tạo ra bởi những người khác và được các văn phòng như điện lưới, hơi nước của quận để sưởi ấm và nước đóng băng để làm mát mua dùng.",Evironment,0.961030900478363,1,True,pseudo_labeling
"tại nam phi, việc đánh giá các chương trình hỗ trợ hỗ trợ cho việc thông qua chiến lược tác động xã hội mới cho ssa sẽ tạo thông tin cho việc lập kế hoạch cho chương trình quyền công dân của công ty từ năm 2017.",Social,0.9674965143203735,2,True,pseudo_labeling
"công nhận của đức là ""reasonable assurance"" là một mức chấp nhận cao, nhưng không đảm bảo rằng kiểm toán được thực hiện trong phiên làm theo với mục-đại-định được công nhận bằng tiệp-đức tiêu-chuẩn cho chuẩn-nghĩa tài-chánh được chính tình-đình-pháp pembruker (idw) được ban hành sẽ luôn luôn phát hiện một sai lầm quan trọng trong bản công văn.",Governance,0.9635059237480164,3,True,pseudo_labeling
"kuchakove, alaska ......................................................... hệ thống sức khỏe xã tưc del amo ...................................................",Irrelevant,0.9782017469406128,0,True,pseudo_labeling
"đổi lại, như đã đề cập, vai trò quan trọng mà hydro xanh sẽ đóng trong kịch bản top best place dự kiến sẽ dẫn đến nhu cầu điện cao hơn nhiều so với kịch bản paris, và đạt 15% cho tây ban nha.",Evironment,0.9585202932357788,1,True,pseudo_labeling
"công ty của chúng tôi khuyến khích nhân viên phục vụ cộng đồng của họ, và họ đóng góp thời gian và tài năng cho các chương trình làm giàu cho khu phố của họ và thúc đẩy mục tiêu bền vững của công ty.",Social,0.9712594747543335,2,True,pseudo_labeling
