vi_text,label_names,confidence,labels,pseudo_labeled,source
"sự cạnh tranh dựa trên một số yếu tố, như giá cả, chất lượng sản phẩm và dịch vụ.",Irrelevant,0.9989892840385437,0,True,pseudo_labeling
những thay đổi rõ rệt do lượng mưa không đều đang xuất hiện.,Evironment,0.9994552731513977,1,True,pseudo_labeling
"loại hiệu suất csr được mong đợi của các công ty nhật bản là một nỗ lực đa chiều liên quan đến môi trường, nhân quyền, lao động và trách nhiệm về sản phẩm.",Social,0.9716944694519043,2,True,pseudo_labeling
"sự thành viên danh sách các hội viên hỗ trợ phát triển bền vững của chúng tôi liên quan đến các hiệp hội và tổ chức quốc gia hoặc quốc tế, trong đó chúng tôi nắm giữ một vị trí trong cơ quan quản trị, tham gia vào các dự án hoặc ủy ban, tài trợ, hoặc coi là chiến lược cho chiến lược bền vững của chúng tôi.",Governance,0.9959774613380432,3,True,pseudo_labeling
sơn cho biết những chính sách này được xem là nền tảng ban đầu để thiết lập hệ thống khuôn khổ esg trong hoạt động của các ngân hàng và tổ chức tín dụng theo các quy định quốc tế.,Irrelevant,0.9989944100379944,0,True,pseudo_labeling
"con số dành riêng hàng hóa vốn (ví máy móc, tòa nhà), cơ sở hạ tầng (ví đường, hệ thống đường chuyền điện), nhân viên đi lại, thiết bị sạc bên ngoài và cơ sở hạ tầng, bảo trì và dịch vụ trong quá trình sử dụng, đóng gói, vận chuyển đến nhà tái chế, xử lý chất thải sản xuất, vận chuyển từ phân phối tier đến khách hàng.",Evironment,0.9994667172431946,1,True,pseudo_labeling
"sự bền vững thực sự còn bao gồm các vấn đề về đạo đức, pháp lý, xã hội, tuân thủ, rủi ro và nguồn nhân lực.",Social,0.9847860932350159,2,True,pseudo_labeling
"các vấn đề được xác định là quan trọng đối với các hỗ trợ bên trong và bên ngoài dựa trên sự đánh giá vật chất thực hiện được trong đầu tư bền vững ‹ các yếu tố môi trường góp phần vào sự hoạt động xuất sắc ‹ vệ sinh và toàn ‹ đa dạng, công bằng, và bao gồm ‹ duy trì quản lý doanh nghiệp mạnh mẽ và tiêu chuẩn đạo đức.",Governance,0.9973115921020508,3,True,pseudo_labeling
các khoản cho vay được bảo đảm bằng bất động sản thương mại và nhiều hộ gia đình thường lớn hơn và có mức độ rủi ro cao hơn các khoản vay thế chấp nhà ở dành cho một đến bốn gia đình.,Irrelevant,0.9968048334121704,0,True,pseudo_labeling
"công ty tuyển dụng những khoa học gia và kỹ sư tận tụy, giàu sáng tạo, có chuyên môn về khoa học vật liệu, hệ thống điện, robot, tự động hoá và nhiều lĩnh vực khác mà bao gồm cả những cơ hội mới để có thể phát triển nguồn năng lượng.",Evironment,0.9972188472747803,1,True,pseudo_labeling
"◇xem xét lại những định mức theo thay đổi của môi trường xã hội và chính sách công ty, yêu cầu nhà cung cấp thực hiện, làm theo và tuân thủ những chỉ tiêu này.",Social,0.984992265701294,2,True,pseudo_labeling
"công bố và báo cáo định mức bền vững khác, như hỗ trợ quan sát tuân thủ, và chỉ ra các chỉ tiêu chính.",Governance,0.9893312454223633,3,True,pseudo_labeling
"với tầm nhìn hướng tới tương lai, phần lớn những chi hỗ trợ này liên quan tới trung tâm tín dụng moundsville, west virginia mới được mở ra, phí và lợi nhuận đều cao hơn, và có những phí tổn để đầu tư và sử dụng công nghệ cao hơn.",Irrelevant,0.998836100101471,0,True,pseudo_labeling
bằng dấu chân môi trường và sự đóng góp môi trường hỗ trợ tích cực thông qua các sản phẩm và dịch vụ của chúng tôi.,Evironment,0.9917305111885071,1,True,pseudo_labeling
"các chương trình đào tạo của starbucks được ghi nhận trong giải thưởng này bao gồm các chương trình phát triển sự nghiệp, giáo dục cà phê, đào tạo lãnh đạo và quản lý tuyến đầu.",Social,0.9728398323059082,2,True,pseudo_labeling
"những vấn đề này bao gồm nguyên tắc ứng xử của chúng tôi, trong đó nhân viên scoutits có một khuôn khổ đáng tin cậy để hành động có trách nhiệm.",Governance,0.9341869354248047,3,True,pseudo_labeling
