vi_text,label_names,confidence,labels,pseudo_labeled,source
"sự cạnh tranh dựa trên một số yếu tố, như giá cả, chất lượng sản phẩm và dịch vụ.",Irrelevant,0.999677300453186,0,True,pseudo_labeling
sự tiêu thụ này sẽ cung cấp cơ sở để tính toán hiệu quả năng lượng của chương trình hiệu quả năng lượng của eco siemens.,Evironment,0.9995259046554565,1,True,pseudo_labeling
xây dựng ý thức cộng đồng là một ưu tiên tại killam.,Social,0.9941349625587463,2,True,pseudo_labeling
ủy ban tuân thủ của chúng tôi hiện bao gồm các thành viên độc lập bên ngoài là nhân viên.,Governance,0.9992427825927734,3,True,pseudo_labeling
các khoản cho vay được bảo đảm bằng bất động sản thương mại và nhiều hộ gia đình thường lớn hơn và có mức độ rủi ro cao hơn các khoản vay thế chấp nhà ở dành cho một đến bốn gia đình.,Irrelevant,0.9996224641799927,0,True,pseudo_labeling
những thay đổi rõ rệt do lượng mưa không đều đang xuất hiện.,Evironment,0.9994383454322815,1,True,pseudo_labeling
"loại hiệu suất csr được mong đợi của các công ty nhật bản là một nỗ lực đa chiều liên quan đến môi trường, nhân quyền, lao động và trách nhiệm về sản phẩm.",Social,0.9996716976165771,2,True,pseudo_labeling
"từ cáo trạng miễn phí khỏi sai sót về tài liệu, dù là do gian lận hay lỗi, và do sau đó đưa ra một báo cáo kiểm toán viên bao gồm ý kiến của chúng tôi.",Governance,0.9915170669555664,3,True,pseudo_labeling
"nhu cầu đầu tư trong kim loại vàng và bạc có thể bị ảnh hưởng bởi một số yếu tố, bao giá trị của đô la mỹ và tiền tệ khác, tỷ lệ thâm hụt ngân sách của hoa kỳ đang thay đổi, sự phong phú hơn của các quỹ giao dịch hoán đổi, mức lãi suất, sức khoẻ của thị trường tín dụng, và sự kì vọng lạm phát.",Irrelevant,0.9997434020042419,0,True,pseudo_labeling
"con số dành riêng hàng hóa vốn (ví máy móc, tòa nhà), cơ sở hạ tầng (ví đường, hệ thống đường chuyền điện), nhân viên đi lại, thiết bị sạc bên ngoài và cơ sở hạ tầng, bảo trì và dịch vụ trong quá trình sử dụng, đóng gói, vận chuyển đến nhà tái chế, xử lý chất thải sản xuất, vận chuyển từ phân phối tier đến khách hàng.",Evironment,0.9994375109672546,1,True,pseudo_labeling
sản lượng cuối cùng này sẽ được nâng tầm bởi các thành viên cộng đồng địa phương như là một nguồn thu nhập sản lượng cuối cùng này sẽ được nâng tầm bởi các thành viên cộng đồng địa phương như là một nguồn thu nhập,Social,0.9827417731285095,2,True,pseudo_labeling
"những khách hàng thường trú trong các nước có nguy cơ rủi ro cao, nơi hệ thống luật pháp, cơ sở hạ tầng hoặc công khai tài chính bị xem là khiếm khuyết và nơi mà nạn tham nhũng hoạt động mạnh, sẽ được tránh xa.",Governance,0.9982512593269348,3,True,pseudo_labeling
"những vấn đề này bao gồm, trong đó có những yếu tố khác, các số liệu lịch sử, sự ra mắt của các luật mới, thay đổi trong thái độ xã hội và điều kiện kinh tế, bao gồm ảnh hưởng của lạm phát.",Irrelevant,0.9996774196624756,0,True,pseudo_labeling
"công ty và nó đã thành lập công ty pack hmanagement hỗ trợ quản lý phát triển đã ra mắt để đối phó với trận động đất kinh hoàng năm 2010, pack h2o là giải pháp kinh tế khả thi, tiện lợi, nhẹ, gấp lại có thể tái sử dụng và vệ sinh cho việc vận chuyển và lưu trữ nước.",Evironment,0.9994612336158752,1,True,pseudo_labeling
"sự bền vững thực sự còn bao gồm các vấn đề về đạo đức, pháp lý, xã hội, tuân thủ, rủi ro và nguồn nhân lực.",Social,0.9121574759483337,2,True,pseudo_labeling
công nhận của kiểm toán viên trưởng độc lập theo yêu cầu tại mục quan sát về trang 137 và là một phần trong bản báo cáo của ban giám đốc cho năm tài chính kết thúc vào ngày 30 tháng 6 năm 2021.,Governance,0.9945153594017029,3,True,pseudo_labeling
"do các điều kiện đặc biệt xung quanh việc thanh toán các yêu cầu khống chế, không thể sử dụng các mô hình kiểm định truyền thống cho các loại dự trữ này.",Irrelevant,0.9997255206108093,0,True,pseudo_labeling
"cụ thể đối với trong nhà máy ro màng như hỗ trợ quan tâm về vấn đề bảo vệ môi trường và những yêu cầu làm việc từ phía khách hàng về việc cải tạo hệ thống từ lúc bắt đầu hoạt động cho đến nay, số lượng của chúng tôi đã có tăng lên một cách nhanh chóng.",Evironment,0.9992921352386475,1,True,pseudo_labeling
công tác của chúng tôi trong việc phát triển kế hoạch hỗ trợ quan lý di sản văn hóa do chuyên gia về di sản văn hóa có kinh nghiệm và đã được chấp thuận bởi tổng giám đốc công tác xã hội đề ra và thi hành.,Social,0.989162802696228,2,True,pseudo_labeling
"báo cáo của ủy ban khen thưởng nơi trang 41, và của uỷ ban bần lưu tại trang 35 cung cấp chi tiết công việc chủ yếu của những uỷ ban này trong suốt cả năm hiện nay.",Governance,0.9853994250297546,3,True,pseudo_labeling
"với vấn đề về lãi trong khoảng thời gian từ 1-7 ngày của ngày bán lưu, số cổ phiếu của dòng nào là xong nhiệm kì của dòng c có giá trị sau khi thanh toán hết và bù trừ được ghi rõ và lưu lại để có thể làm căn cứ cho việc thanh toán một cách nhanh chóng sau đó.",Irrelevant,0.9997642636299133,0,True,pseudo_labeling
"vào tháng 7, một uỷ ban công nghệ và tính bền vững thường trực đã được thành lập, tập trung vào quản lý công nghệ và môi trường.",Evironment,0.9984644651412964,1,True,pseudo_labeling
"► omv petrom cam kết thực hiện chiến lược đa dạng nhóm của mình, tập trung vào giới tính và tính quốc tế.",Social,0.9996036887168884,2,True,pseudo_labeling
"công vấn và thực hiện trong khoảng thời gian ba hỗ trợ hoàn toàn về những yêu cầu của quyền hiệp hội huấn luyện viên áo danh dự cho áo bắt buộc hơn 1.000 giờ là yêu cầu chính tắc và bất cứ khi nào có một cuộc thảo luận phức tạp hơn về một trong những cái khoang này, hoặc ""cách thức"" dạy dỗ nào đó liên quan đến công việc của ban giám hiệu hội đồng huấn luyện viên qua kiểm toán nội bộ",Governance,0.9274517297744751,3,True,pseudo_labeling
quỹ đơn phương của công ty cổ phần quản lý quỹ đầu tư đã hoạt động hiệu quả hơn so với thị trường trong nửa đầu năm nay.,Irrelevant,0.9997356534004211,0,True,pseudo_labeling
"công ty sẽ mở rộng các sản phẩm của mình sang các loại sản phẩm phi thực phẩm khác, tập trung vào các sản phẩm được làm từ các nguồn tài nguyên có thể tái tạo, có chứa nội dung tái chế hoặc sản xuất mà không sử dụng một số hoá chất gây quan ngại.",Evironment,0.9995390176773071,1,True,pseudo_labeling
"đáng tiếc thay, như tất cả các tổ chức lớn, các cáo buộc quấy rối hoặc phân biệt đối xử thỉnh thoảng xảy ra.",Social,0.9509084224700928,2,True,pseudo_labeling
một bản sao của chính sách quản lý rủi ro có sẵn trong phần quản trị công ty trên trang web của công ty.,Governance,0.9984753727912903,3,True,pseudo_labeling
"các báo cáo tài chính này đã được chuẩn bị theo như các chấp thuận của liên minh châu âu (ifrs đã được chấp nhận), và được thực hiện như trên cho tất cả các báo cáo tài chính.",Irrelevant,0.9997567534446716,0,True,pseudo_labeling
công ty sẽ thúc đẩy sản xuất và tiêu dùng bền vững hỗ trợ gia tăng hiệu suất tài nguyên và thúc đẩy thành công thương mại.,Evironment,0.9994251728057861,1,True,pseudo_labeling
"hiệu suất, quản lý tích hợp, phát triển bền vững, nhân quyền, sự đa dạng, các nguyên tắc làm việc, đầu tư xã hội bền vững và cam kết của lực lượng lao động.",Social,0.9954615235328674,2,True,pseudo_labeling
công ty chúng tôi đã đăng tải chính thức các chính sách hỗ trợ quan liêu và đạo đức trên mạng internet tại www.clearwaterpaper.com.,Governance,0.9689666628837585,3,True,pseudo_labeling
các khoản nợ cho vay có tổng khả năng phục hồi hỗ chấp từ ngân hàng nhân dân số 1 ít hơn hoặc tương đương 1.000.000 usd được xem xét trên cơ sở sự kiện.,Irrelevant,0.9997621178627014,0,True,pseudo_labeling
sáng kiến đa bên trong này là chìa khoá hỗ trợ phát triển một hợp đồng thuê xanh dẫn đầu ngành công nghiệp bởi nó cho phép chúng tôi cùng nhau xác định một sự thành phần lớn và phù hợp nhất.,Evironment,0.999228835105896,1,True,pseudo_labeling
báo cáo quyền con người của topdanmark là một trong những lĩnh vực quan trọng của topdanmark khi liên quan đến trách nhiệm của doanh nghiệp.,Social,0.9966208934783936,2,True,pseudo_labeling
"công ty tích hợp chỉ tiêu đánh giá và cải tiến liên tục phù hợp với các nguyên tắc, khung và quy trình được đặt ra trong tiêu chuẩn quốc tế iso-process guidelines (quy trình và hướng dẫn của hiện hành).",Governance,0.9868471026420593,3,True,pseudo_labeling
"những vấn đề về môi trường kinh tế có thể làm gia tăng phí hoàn vốn, hạn chế chúng tôi tiếp cận thị trường vốn hoặc dẫn đến một quyết định của người cho vay không tín dụng cho chúng tôi.",Irrelevant,0.9995895028114319,0,True,pseudo_labeling
"công ty chúng tôi chưa thực hiện bất cứ đánh giá nghiêm túc nào trong lĩnh vực này, tuy nhiên chúng tôi tin rằng, bởi vì bản chất hoạt động kinh doanh của mình, ô nhiễm đất không phải là một vấn đề đáng nhắc đến.",Evironment,0.9994649291038513,1,True,pseudo_labeling
những chương trình quản lý tài năng của chúng tôi được thiết kế để đảm bảo rằng nhân viên có kiến thức và công cụ để thành công và cơ hội để tối đa hoá tiềm năng của họ.,Social,0.9996176958084106,2,True,pseudo_labeling
"với vấn đề về chuỗi cung ứng của chúng tôi, các chủ đề esg như chống tham nhũng, được xem xét trong suốt vòng đời của các nhà cung ứng.",Governance,0.9910394549369812,3,True,pseudo_labeling
